Maize,location,group,GC_genic,GC_prom,avg_expression,tau,Ka,Ks,O,acr_Lup,acr_Ldown,acr_S,recomb,CHH_up_avg,CHH_down_avg,CHH_body_avg,CHG_up_avg,CHG_down_avg,CHG_body_avg,CG_up_avg,CG_down_avg,CG_body_avg,CHH_up_max,CHH_down_max,CHG_up_max,CHG_down_max,CG_up_max,CG_down_max,TEdist,TEdenseAvgUp,TEdenseAvgDown,TEdenseMaxUp,TEdenseMaxDown,TE1,TE2,TE3,TE4,H2AZ_down,H3K4me1_down,H3K4me3_down,H3K9ac_down,H3K27ac_down,H3K27me3_down,H3K36me3_down,H3K56ac_down,H2AZ_genebody,H3K4me1_genebody,H3K4me3_genebody,H3K9ac_genebody,H3K27ac_genebody,H3K27me3_genebody,H3K36me3_genebody,H3K56ac_genebody,H2AZ_up,H3K4me1_up,H3K4me3_up,H3K9ac_up,H3K27ac_up,H3K27me3_up,H3K36me3_up,H3K56ac_up,WGD
Zm00001d039304,1.0,III,0.497612,0.64,3.2787599929664037,0.3881826581285178,0.0376,0.1635,0.23,129.0,72731.0,7.20936,9.46,0.065,0.09,0.0,0.08,0.665,0.14500000000000002,0.46499999999999997,0.7050000000000001,0.675,0.6381,0.6852,0.7666999999999999,1.0,1.0,1.0,6562,0.2515,0.023,1.0,0.46,0.0,0.0,1.0,0.0,0.1892767307541902,0.0318293656777114,0.1274812907818095,0.0131510366551549,0.1866331186273828,-0.0266076624715502,-0.0668918355213032,0.1704931829853011,0.0977066792493648,0.9555257619355786,0.4388228331243374,0.1660937857707214,0.3493098134992903,-0.0174615691618106,1.2783958020814388,0.1869568185309004,0.2425443614336226,-0.0581259938263574,0.6581825101113971,0.2364791308781535,0.5085586128479719,-0.020880322642951,0.2428916078766653,0.4789328525809139,0
Zm00001d039305,1.0,III,0.520499,0.61,6.4118711444080985,0.2122231055995413,0.0137,0.1581,0.0867,22.0,22698.0,33.9979,9.46,0.065,0.03,0.0,0.06,0.43999999999999995,0.0,0.5,0.63,0.55,0.73335,0.42085,0.7666999999999999,1.0,1.0,1.0,1285,0.2515,0.19450000000000003,1.0,1.0,0.0,0.0,1.0,0.0,-0.0098522506779628,-0.0148196584904125,-0.0071113881527449,0.003738361732046,-0.0132923780211331,-0.0113202349226888,-0.014511888418287,-0.006834710366102,0.0688492983430426,0.6967706744522838,0.7497492610375602,0.2345851139270627,0.4412720267700026,0.0097006026003945,1.279427410376207,0.2859664935586695,0.2432602925859578,-0.0493660603764415,0.4115889750807759,0.2580561518393983,0.5213456157798991,-0.0225969554433285,0.1042119454109392,0.4486386690463544,0
Zm00001d039315,1.0,III,0.467538,0.64,0.7410639458729439,0.8350140816563606,0.0334,0.1594,0.2097,56428.0,6564.0,10.072,9.32,0.03,0.005,0.0,0.62,0.04,0.075,0.79,0.295,0.555,0.27649999999999997,0.10775000000000001,1.0,0.9,1.0,1.0,0,0.254,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0965853215030609,-0.0873743722561229,0.3896023521644252,0.0188405821024757,0.1443409826167574,-0.013414776714501,0.126273782484983,0.1747401842824856,0.538366629539931,0.8441227263976735,0.2564088926374391,0.0484862659406703,0.3514151530907303,-0.0380888171682857,0.9177842807310116,0.2598273599906856,-0.02895489031597,-0.0694610203112861,0.0392834403245857,-0.0377946695457132,0.0074956941172183,-0.0302699720336707,-0.0944607592078871,0.0193372081933665,0
Zm00001d039316,1.0,III,0.547231,0.62,5.714857098600564,0.2559918169822334,0.0215,0.2196,0.0981,4004.0,64348.0,10.072,9.32,0.065,0.0,0.0,0.45,0.135,0.0,0.56,0.38,0.385,0.60675,0.0387,1.0,0.90415,1.0,1.0,2377,0.41650000000000004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3317835288015177,0.4814474040206623,0.0612293420610276,0.0950525365083493,0.3035286798723443,0.0208243854050797,0.5815538864141854,0.2281873325108271,0.1824719371133884,0.4090083336692032,1.0062211005738877,0.1876961207961962,0.4477253927086874,-0.04425981686554,1.1701517791506402,0.2696381448878629,0.1749926767759194,-0.0890641788714488,-0.0731791853128525,-0.0712433846195688,-0.0197186346225959,-0.0101879271551359,-0.1130557759907249,-0.0195302449084418,0
Zm00001d039325,1.0,III,0.720365,0.52,1.9493928736552848,0.5247867875936916,0.0748,0.6965,0.1074,1153.0,1300.0,23.9785,8.89,0.12,0.02,0.03,0.625,0.075,0.025,0.83,0.445,0.10500000000000001,0.35555000000000003,0.29075,1.0,0.40625,1.0,1.0,1895,0.0605,0.0317,1.0,0.57,0.0,0.0,1.0,0.0,0.6677251345643092,0.2330035049306902,0.1702439576396152,0.0899415464158788,0.2144610614977605,0.1298810410689049,-0.0645804075443237,0.1217258850191859,0.2074423024223541,0.2988196283928993,0.5902953938170247,0.1760270367258986,0.4163726011913339,-0.0358074820440369,0.311926245370218,0.262867561324242,0.0837628127366659,-0.0571576735816068,0.2757355123190745,0.0450921950100796,0.2057489673206432,0.0352484468590438,-0.0004583250747988,0.1499713463410253,0
Zm00001d039338,1.0,III,0.676471,0.46,1.761299711608773,0.6354489518360543,0.0902,1.1356,0.0794,204.0,2104.0,39.3164,8.8,0.05,0.01,0.0,0.69,0.255,0.0,0.745,0.545,0.0,0.49285,0.09415,1.0,0.8571500000000001,1.0,0.9642999999999999,15382,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4990634751650303,0.1819738672597781,0.835327677550103,0.1065309497993995,0.2280685134092844,0.1100622418819063,0.3626214594788538,0.2686962745257009,0.2905515935326009,0.0868730694089336,0.7326100511102366,0.1624692893005569,0.3915173477525732,0.0539814100281369,0.1839684981974178,0.3877054370176475,0.4253484136928005,0.0551610395265612,0.1488918658749475,0.0467459254400097,0.1201591379996048,0.2035154584317255,-0.0859999925837172,0.1379262247024192,0
Zm00001d039349,1.0,III,0.46978,0.35,2.830145241438808,0.4000340560391211,0.013,0.1187,0.1094,63021.0,4968.0,28.2725,8.54,0.05,0.005,0.005,0.43,0.0,0.12,0.675,0.72,0.635,0.47715,0.14945,0.95,0.0357,1.0,1.0,0,0.086,0.08,1.0,1.0,1.0,0.0,0.0,0.0,-0.0431293906086619,0.7773617788632566,0.263426282037125,0.0521500460979299,0.0933056523870783,-0.0200380768231216,1.213514793843615,-0.0445462038844485,0.0058430917468592,0.5789533460579073,0.2979139226029215,0.1411341571242554,0.3771775314415606,-0.0315343202490281,0.8056364051051613,0.2351392444983976,0.1618086822823794,-0.1112235132651247,-0.0487274016854967,-0.026045950301859,0.1680855991279012,-0.0604965777257627,-0.1210837434566373,-0.0644703421010866,0
Zm00001d044551,1.0,III,0.520889,0.51,4.1237092535215405,0.2070360986317673,0.012,0.092,0.1309,80215.0,45879.0,9.10026,2.58,0.065,0.035,0.005,0.8,0.8300000000000001,0.07,0.885,0.945,0.61,0.5543,0.3333,1.0,1.0,1.0,1.0,0,0.47494999999999993,0.99275,1.0,1.0,1.0,0.0,0.0,0.0,-0.0459730506082741,-0.032548109900255,-0.0368796883308977,-0.0078515410827333,-0.0425814734456027,-0.0148620603603422,-0.0487774463112015,-0.0152131929324401,-0.0647427262670214,0.9555638127682868,0.3405597737279393,0.1566645509522077,0.3792259759331121,-0.1160419891579589,1.4092328539126702,0.2790134658884274,-0.0352875627446354,-0.0517899725464444,-0.0078169528566982,0.0085052965152666,0.0988506568580373,-0.0205559944669097,-0.0680090500172511,0.0288700006919663,0
Zm00001d044540,1.0,III,0.511488,0.547059,4.4687542746417535,0.339322207965975,0.0093,0.176,0.0526,44.0,214.0,7.20936,2.56,0.01,0.045,0.0,0.59,0.5900000000000001,0.0,0.76,0.73,0.16499999999999998,0.1012,0.6667,1.0,1.0,1.0,1.0,740,0.14300000000000002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2000163220107217,0.0190882711442414,-0.0291136870671587,-0.0329199915445672,0.0280693728787736,-0.0166118491037016,-0.1106268510093185,-0.0473912894200485,0.908864392549589,0.5400459651309566,1.013853099820386,-0.0551789582034719,0.1227986252150815,-0.0484308527239487,0.7995725702656721,0.0553814168516716,-0.0596782189250338,-0.1162964111538985,-0.0652052665693547,-0.0588045465308062,-0.0699208638768996,-0.0320277688426351,-0.124176641544169,-0.0793626464971507,0
Zm00001d044533,1.0,III,0.642189,0.55,4.704228931867732,0.5005720389462684,0.0208,0.3076,0.0677,125.0,110071.0,74.2861,2.67,0.045,0.025,0.02,0.29,0.75,0.025,0.395,0.825,0.22499999999999998,0.5139,0.20415,0.9167000000000001,1.0,1.0,1.0,9680,0.026500000000000003,0.44949999999999996,0.53,1.0,0.0,0.0,1.0,0.0,0.00108387808746,-0.0453927421430516,-0.0105548232920791,-0.0430953061185024,-0.0149369645505329,-0.0043375413250325,-0.0757962040768126,0.0061638868725511,0.4271214378570458,0.251261437657334,1.1121064985073894,0.3280663146901419,0.6292516741689639,0.0162370103397653,0.4700858380772025,0.4444545511038076,0.1804339301363019,-0.0756083282120796,-0.0314010691958779,0.0544054866886751,0.2592850265837604,0.0151131565284896,-0.0694256094592353,0.114492690247999,0
Zm00001d044529,1.0,III,0.679617,0.56,0.6243384052177067,0.8899059808888289,0.0198,0.4388,0.0451,5242.0,104937.0,12.9347,2.71,0.015,0.025,0.005,0.04,0.785,0.005,0.07,0.9199999999999999,0.015,0.3249,0.4354,0.875,1.0,0.95415,1.0,20899,0.0,0.095,0.0,1.0,0.0,0.0,1.0,0.0,-0.0293400916939909,-0.0585274372693118,-0.0777883691477649,0.0480979709325028,-0.0351588809699876,0.0693599523632217,-0.0708104407910571,-0.0222332510151685,0.4930332655198056,0.1833311655078797,0.4521581432426448,0.0272673871567364,0.1355771667720026,0.7135027168184456,-0.0448113682654953,0.1132011440516263,0.814507107991249,0.0338440420806401,-0.0207502763163469,0.0915787321155864,0.1612648260235818,0.4419891028497972,-0.0869946115152039,0.0617023507521131,0
Zm00001d044528,1.0,III,0.564716,0.36,4.225302545930947,0.1477997850768118,0.0156,0.1907,0.0819,52632.0,32259.0,12.9347,2.73,0.035,0.005,0.0,0.56,0.07,0.02,0.69,0.9099999999999999,0.89,0.3403,0.14345,1.0,0.8393,1.0,1.0,3099,0.042,0.12249999999999998,0.84,1.0,0.0,0.0,1.0,0.0,-0.0600673950440071,0.9216330295211173,0.0595942641628404,-0.0266554177120064,-0.0121392877982602,0.0097911207801427,0.9439622549562342,-0.0214388763572752,0.0827095170966383,0.3722723043609063,1.2124904872290878,0.5659769902906129,0.927635847693178,0.0648610057312393,1.1330132528060362,0.921739680896119,0.3116135444068041,0.0623424955807309,0.2798259976421602,0.1615543339131731,0.3198310673477836,0.0329294417233881,0.0113602779835264,0.2688146307955034,0
Zm00001d044527,1.0,III,0.502732,0.41,4.040107275613661,0.1877059313204687,0.0468,0.0936,0.4996,724.0,5199.0,9.10026,2.74,0.09,0.0,0.01,0.345,0.04,0.46499999999999997,0.45,0.095,0.8,0.7656000000000001,0.07569999999999999,0.9375,0.7625,1.0,1.0,1085,0.1045,0.1545,1.0,1.0,1.0,0.0,0.0,0.0,0.3576941453426577,0.0408244079678276,-0.0284458317762266,0.0941830782766991,0.3767803314548524,0.0860623709521985,-0.0446463597272574,0.2973138003284633,-0.1398100513954872,1.318152042486458,0.2980124365862741,0.0527740472342599,0.0313364014869102,-0.0703786951682033,1.646558662883812,0.0034212088536468,0.2766132538346131,-0.0765612160088944,-0.0132660930314421,-0.0081504849929238,0.1783611517577715,0.0232878770583789,-0.0634832146044589,0.0439939454045732,0
Zm00001d016591,1.0,III,0.568627,0.59,3.049077560675636,0.1340255696388114,0.0187,0.2228,0.0838,95.0,17865.0,11.0438,0.84,0.06,0.12,0.005,0.77,0.8600000000000001,0.14500000000000002,0.87,0.96,0.76,0.62815,0.40154999999999996,1.0,1.0,1.0,1.0,345,0.0715,0.7320000000000003,0.81,1.0,0.0,0.0,1.0,0.0,-0.0174621039794411,-0.0077281863968743,-0.0257496578138303,0.0166417479727043,0.068615998153662,-0.006135310547518,-0.0248742376462265,0.0315431331054948,-0.0609660658107533,0.9657761370270052,0.4279454024467024,0.2698937638678004,0.4381176049827751,0.004310304094251,1.223829236668974,0.238818527180436,-0.031375510370668,-0.1128830721147175,-0.0932852565035135,0.004432433628343,0.0559239024091955,-0.0421471006955739,-0.1081799628048692,-0.0389879558713717,0
Zm00001d016590,1.0,III,0.671795,0.53,2.990184924164772,0.6514837574035812,0.0722,0.3919,0.1842,1.0,528.0,26.8412,0.83,0.0,0.14,0.0,0.0,0.48,0.0,0.04,0.625,0.005,0.00595,0.8531500000000001,0.0,1.0,0.4508,1.0,2295,0.0,0.125,0.0,1.0,0.0,0.0,1.0,0.0,-0.0353799217645678,-0.0421534420066156,-0.0264334832357835,-0.0166280495517072,-0.0031504677410719,-0.0275337954400594,-0.0469233026851883,-0.0249884015917359,0.4531586390807017,0.0382048541934385,0.8011158169260802,0.2722345576983234,0.4785483665141969,0.1540570927502159,-0.0225725268300864,0.4461647877222298,0.7957467832930867,0.0101754635529966,0.0129937170416275,0.0871273174110289,0.2361073102863845,0.5246655017341768,-0.0493865056987016,0.1529231302688969,0
Zm00001d016586,1.0,III,0.521693,0.62,0.801690927665046,0.6889870668036058,0.0642,0.1908,0.3363,300231.0,57768.0,21.5228,0.76,0.045,0.0,0.02,0.56,0.005,0.045,0.715,0.7,0.10500000000000001,0.43355,0.0102,1.0,0.21665,1.0,1.0,3636,0.036500000000000005,0.0,0.73,0.0,0.0,0.0,1.0,0.0,-0.0090221924584852,0.4911699017851689,0.7650790133068595,0.4243980499303462,0.8040359694302245,-0.0123817968165199,1.280171585553724,0.5736317366846142,0.8318573733373732,0.3393167457860783,0.4365611023954289,0.5527727482605062,0.9535214897489148,0.0926425531554306,0.0560536511118227,0.8744224397411159,0.0728806392169142,-0.0589393476274016,0.0541256800823744,0.0676054088083402,0.1655179279539945,-0.0023466623210689,-0.106811023926537,0.0869287066390242,0
Zm00001d016604,1.0,III,0.708447,0.652941,2.0268155164572463,0.2557196092430732,0.0408,0.1985,0.2054,5729.0,122379.0,10.072,1.11,0.045,0.060000000000000005,0.0,0.595,0.425,0.0,0.6699999999999999,0.495,0.135,0.41664999999999996,0.5185500000000001,1.0,1.0,1.0,1.0,0,0.19599999999999998,0.24350000000000002,1.0,1.0,0.0,0.0,1.0,0.0,0.1754834447707476,0.0354155482685642,-0.0116923670697894,-0.0286123675454146,0.1290286471094368,-0.0478161852483988,-0.0706373952701113,-0.0369405752710144,0.3253318258342692,0.4842892346696471,0.4108919461018996,0.1528581636660327,0.5428186122161501,-0.0187887149495951,0.5300855226833688,0.3672959657689968,0.2337672355124382,0.000635599753616,-0.0137165579501317,0.0598747723252957,0.2656156900835551,0.0173337181558937,-0.0607741817984756,0.0763518839087821,0
Zm00001d016606,1.0,III,0.448867,0.73,4.040305252780786,0.2819847306659261,0.0291,0.1022,0.2847,98.0,96643.0,92.4866,1.15,0.04,0.015,0.0,0.26,0.1,0.005,0.35,0.22,0.575,0.5528,0.31945,1.0,0.83335,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8541385335638519,0.7087529619160876,0.2097050561530545,0.0215403588647732,0.1890196739342014,0.0465785232100641,0.4432986593793994,0.1511700950972395,-0.025522341139006,0.8956494591533076,0.5871460890591407,0.1829011263860242,0.3589762822935303,-0.0033254442710787,1.5174604295976766,0.2109208509159734,0.3423935928612369,-0.1104095968065767,-0.0887310180282116,-0.0329570813036183,0.0662266721424154,0.0439962542227141,-0.103018133390005,-0.0253038554812351,0
Zm00001d016621,1.0,III,0.686525,0.54,0.5857356388920668,0.8691846564417053,0.0589,0.3103,0.1897,6972.0,171605.0,10.5316,1.24,0.060000000000000005,0.01,0.075,0.7350000000000001,0.6950000000000001,0.44,0.885,0.765,0.565,0.501,0.08335000000000001,1.0,1.0,1.0,1.0,0,0.6154999999999999,0.05550000000000001,1.0,1.0,0.0,1.0,0.0,0.0,-0.0671730797118897,-0.0743187086459915,-0.052473837169104,-0.0365324097578565,-0.0715614591539292,-0.0325309060774157,-0.0921529844826809,-0.0469316033974825,0.3642152113977437,0.0653242664070042,0.1288822252280073,0.0230845427663429,0.1638390531078769,0.153991788214761,-0.1392786177982077,0.0928036152715365,0.1200739110733031,0.0149245970460277,0.0364583301882535,0.0313654871906524,0.0923547468252276,0.0357327311210236,-0.0630783167746372,0.0548767121450338,0
Zm00001d016634,1.0,III,0.413768,0.61,3.299486610386488,0.2465671383734115,0.0167,0.1526,0.1098,4225.0,1349.0,14.3661,1.31,0.04,0.175,0.0,0.485,0.455,0.01,0.54,0.585,0.7150000000000001,0.44999999999999996,0.7558,1.0,1.0,1.0,1.0,905,0.04549999999999999,0.44150000000000006,0.91,1.0,0.0,1.0,0.0,0.0,0.0966158402070527,-0.0194881082053701,0.1586795863331895,0.1831299402593999,0.2169910862934158,0.0053554914601647,-0.0816702264415726,0.1952255427923756,0.0512718558506589,0.7393141468733788,0.377688732294368,0.3018378538348735,0.4772089883971346,0.0063184179582871,1.2608950973077666,0.2494913889878362,0.1243576338477124,-0.0654436908602271,0.026947093792577,0.1063622372942155,0.2178867648941613,0.0368796462121281,-0.0364316868000011,0.1190869442267959,0
Zm00001d016640,1.0,III,0.463406,0.66,5.148742771452382,0.2352467618873622,0.0236,0.1432,0.1649,122.0,135381.0,18.7127,1.33,0.04,0.11,0.0,0.48,0.855,0.01,0.62,0.9199999999999999,0.675,0.38170000000000004,0.52085,1.0,1.0,1.0,1.0,106,0.0867,0.746,1.0,1.0,0.0,0.0,1.0,0.0,-0.0510840565711243,-0.0474643585041225,-0.0511885018349102,-0.032319237893983,-0.0338835089508606,-0.0281629320981078,-0.0672396731069158,-0.0478229099992821,-0.1052610692697157,0.8553798614255113,0.6864878911982659,0.1951077252139491,0.3620197943600316,-0.0318048791072212,1.4971081693803483,0.1319576307783627,0.0359399955055596,-0.1351410892190981,-0.0213833007601461,-0.0555606854010429,0.0944641817007942,-0.0543205098769015,-0.1365256883308309,-0.0659988063093906,0
Zm00001d016665,1.0,III,0.556306,0.59,5.243332292438148,0.1426930491851215,0.0322,0.0984,0.3267,15.0,764.0,10.5316,1.41,0.005,0.0,0.0,0.13,0.0,0.03,0.7,0.12,0.5800000000000001,0.09584999999999999,0.03275,1.0,0.061149999999999996,1.0,1.0,3024,0.0,0.023999999999999994,0.0,0.48,0.0,0.0,1.0,0.0,0.2462472473886199,0.2288730085205572,0.0112503409757585,0.0352668498332165,0.2316221578831928,-0.0173810691210723,0.1202069279799911,0.0831283638192836,-0.0666040928861927,0.6151719876143965,0.4601257751164184,0.0717299996466124,0.279164427664052,-0.1088511506203122,1.08049922807233,0.221327014242032,0.6047046138415307,0.318904371800319,1.097349154876465,0.3196168957400233,0.692550704781894,0.027277586136097,0.7674267201320052,0.9395233076297204,0
