Maize,location,group,GC_genic,GC_prom,avg_expression,tau,Ka,Ks,O,acr_Lup,acr_Ldown,acr_S,recomb,CHH_up_avg,CHH_down_avg,CHH_body_avg,CHG_up_avg,CHG_down_avg,CHG_body_avg,CG_up_avg,CG_down_avg,CG_body_avg,CHH_up_max,CHH_down_max,CHG_up_max,CHG_down_max,CG_up_max,CG_down_max,TEdist,TEdenseAvgUp,TEdenseAvgDown,TEdenseMaxUp,TEdenseMaxDown,TE1,TE2,TE3,TE4,H2AZ_down,H3K4me1_down,H3K4me3_down,H3K9ac_down,H3K27ac_down,H3K27me3_down,H3K36me3_down,H3K56ac_down,H2AZ_genebody,H3K4me1_genebody,H3K4me3_genebody,H3K9ac_genebody,H3K27ac_genebody,H3K27me3_genebody,H3K36me3_genebody,H3K56ac_genebody,H2AZ_up,H3K4me1_up,H3K4me3_up,H3K9ac_up,H3K27ac_up,H3K27me3_up,H3K36me3_up,H3K56ac_up,WGD
Zm00001d030018,0.0,II,0.51938,0.5,3.629872416003541,0.2799197233518796,0.0311,0.137,0.2267,15.0,157543.0,12.9347,0.44,0.0,0.01,0.005,0.005,0.6200000000000001,0.005,0.55,0.78,0.5549999999999999,0.01595,0.11829999999999999,0.10419999999999999,1.0,1.0,1.0,4403,0.0,0.08729999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0371655404083083,0.0281453880527076,-0.0154105579506767,-0.0308849443594427,0.0079363097709063,0.0046625244000893,-0.0642138023118273,-0.0192167801535951,0.4245169460492514,0.5725208807301638,0.4496381728066485,0.2308815273360129,0.4994229976988015,-0.0176278279531967,0.5770182469738406,0.5087707836203258,0.1904217646823709,0.5441325236994754,0.730736778318881,0.2475942707824539,0.5844563719408378,-0.0024019271668566,1.110876555910742,0.6716406273681614,0
Zm00001d030014,0.0,II,0.516667,0.54,4.534136786556526,0.2974974134399493,0.0204,0.0729,0.2801,167.0,353609.0,11.0438,0.45,0.060000000000000005,0.03,0.01,0.775,0.5900000000000001,0.025,0.79,0.77,0.45999999999999996,0.5034,0.2881,1.0,1.0,1.0,1.0,0,0.43349999999999994,0.06180000000000001,1.0,1.0,0.0,1.0,0.0,0.0,-0.060746530423306,-0.0879059545457379,-0.0853897349439083,-0.0482097916639095,-0.0887189668058998,-0.0276082927026559,-0.1102918737532995,-0.0972322472668648,0.13502128963846,0.5488875718393267,0.5441211930984529,0.37980533000526,0.6842657704962306,0.0005583113022972,0.896098989681675,0.5665328422670238,-0.0186939448596765,-0.0685708719577819,-0.0398974398160195,-0.0206109267948181,0.0726902819950111,0.004257218883001,-0.0854901864620858,-0.000641178236884,0
Zm00001d030002,0.0,II,0.649171,0.56,0.1469868066211552,0.862337293016212,0.038,0.3852,0.0986,127897.0,68517.0,10.072,0.46,0.02,0.05,0.0,0.64,0.61,0.005,0.845,0.75,0.01,0.1857,0.5143,1.0,1.0,1.0,1.0,0,0.6980000000000001,0.055,1.0,1.0,1.0,0.0,0.0,0.0,-0.0397026619518426,-0.0443051543727077,-0.029553372717715,-0.0170960024495936,-0.0348399154527019,0.1732842501608766,-0.0653159995001152,-0.0474365935275596,0.7322641604835967,0.162857520839557,0.2644213640827938,0.0948238747549306,0.2367532279827676,1.3089775542715991,-0.0804355558214373,0.100628311061321,0.0758148462590642,-0.0528846507394764,-0.0480130494185788,-0.0370596022458695,-0.0536560276572251,0.9436433635996532,-0.1597350484461393,-0.0695166652647019,0
Zm00001d029997,0.0,II,0.562963,0.48,4.920141710626558,0.3286690023062198,0.0409,0.2096,0.195,42.0,196414.0,10.5316,0.47,0.075,0.005,0.0,0.23,0.815,0.205,0.35,0.89,0.975,0.5381,0.06215,0.96665,1.0,1.0,1.0,381,0.0,0.1605,0.0,1.0,0.0,1.0,0.0,0.0,-0.0113580603314657,-0.0289244521198045,-0.0187189197765379,-0.0011020008620454,-0.0129309463388866,-0.0014404888991528,-0.0395199968047155,0.0084746671005244,-0.0064127468263164,0.0792425513794352,0.1843904138031523,0.0457327947344771,0.1127396616220221,0.0171321487840113,0.1749826409371107,0.1294529811100644,0.4639154878125348,-0.0717066864018897,-0.0499556101842866,0.067010792546227,0.1724523983429389,0.2011843315215158,-0.0915002386553181,0.0778043163569257,0
Zm00001d029983,0.0,II,0.698068,0.49,3.484023363108047,0.5551638510864131,0.0231,0.3188,0.0725,35545.0,299691.0,16.3096,0.48,0.060000000000000005,0.04,0.0,0.6499999999999999,0.65,0.005,0.775,0.89,0.015,0.3333,0.36665000000000003,1.0,1.0,1.0,1.0,0,0.7525,0.6425,1.0,1.0,1.0,0.0,0.0,0.0,-0.0082733783548076,0.0035761977443697,0.0101226765644773,0.0290616132298427,0.0119497819587959,0.0264776182014211,-0.0290051270306323,0.00306110443377,0.3164750597787134,0.1993906561092446,0.7342977886449091,0.1480399660158482,0.361413187596637,0.0062394283561999,0.2614235951240481,0.1992591923910889,-0.0184390997632908,-0.0537356553992909,0.1317538591859567,0.021352280233313,0.132191255757555,-0.0001899964666937,-0.0280968804547725,0.0559600644786833,0
Zm00001d029980,0.0,II,0.505,0.49,1.989615200980224,0.4112450227839898,0.0275,0.1047,0.2624,215203.0,118145.0,16.3096,0.48,0.01,0.055,0.02,0.81,0.33499999999999996,0.15500000000000003,0.9,0.58,0.55,0.08115,0.402,1.0,0.9582999999999999,1.0,1.0,9389,0.7775,0.11250000000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.00947947434119,-0.0634660747643701,-0.0464221693343394,-0.0544335792400321,-0.0010472922835706,-0.0202973677420416,-0.1257788952920079,-0.0479824855334146,0.2663488390910656,0.5559670902171125,0.3215217664905048,0.1111002569852835,0.3844034914081343,-0.0538327568542139,0.6819587497452665,0.2711284560283288,-0.0472318076046526,-0.0903386698340282,-0.0310286271647558,0.0006317138678933,0.0058082828094842,-0.0290626403048139,-0.1289776006976212,-0.0357522476096364,0
Zm00001d029889,0.0,II,0.430569,0.48,3.964945748095044,0.1665611896801709,0.0645,0.1444,0.4467,121.0,173386.0,16.3096,0.53,0.025,0.02,0.0,0.8200000000000001,0.8300000000000001,0.04,0.9,0.955,0.67,0.27649999999999997,0.1215,1.0,1.0,1.0,1.0,1233,0.7865000000000001,0.8545,1.0,1.0,0.0,0.0,1.0,0.0,-0.0299997150941232,-0.0206907005570707,-0.0149163044611273,-0.0050644251082077,-0.0394726842062856,0.0214586886821562,-0.0683536902735108,-0.0365574264565829,-0.1550798049235116,1.3278453469527478,0.3096376948165203,0.1257211075899453,0.3199605680723882,-0.0246072202423822,1.90172925479002,0.1171566674023984,-0.0568324709209996,-0.0718618268700317,-0.0223132007586051,0.0260949392250257,-0.0097082049120065,-0.0290192794715971,-0.0945152270529773,0.0097491099442988,0
Zm00001d029896,0.0,II,0.713628,0.48,0.6188598831722675,0.7529185084136263,0.0316,0.2525,0.125,151.0,338.0,88.5995,0.53,0.045,0.025,0.0,0.7,0.605,0.0,0.745,0.6799999999999999,0.0,0.39580000000000004,0.19375,1.0,1.0,1.0,1.0,2984,0.36700000000000005,0.498,1.0,1.0,0.0,0.0,1.0,0.0,0.002651323313219,-0.008438579424354,0.0012678147518108,0.0476718016790724,0.0156878603983455,0.0497787897814655,-0.0087355281239651,0.0139259932790062,0.0920777465794822,-0.0196612029703001,0.9379642811057158,0.408156459866273,0.5788234279287398,0.0277683118934398,0.0385657493938566,0.6194232448606332,0.0539775332017069,-0.068638919001363,-0.0281080537949337,0.1097656095569197,0.4050123961043999,0.0332845308521036,-0.1037729627112216,0.2320790174087499,0
Zm00001d029899,0.0,II,0.672556,0.64,3.440561515261066,0.5035515448358329,0.0191,0.4811,0.0398,202.0,269.0,127.049,0.53,0.08,0.035,0.0,0.8049999999999999,0.355,0.0,0.9199999999999999,0.49,0.0,0.61905,0.5636000000000001,1.0,1.0,1.0,1.0,188,0.6,0.133,1.0,1.0,0.0,1.0,0.0,0.0,-0.0781024663829796,-0.1317994084104007,-0.0633179920629376,-0.1092215908901741,-0.0296494624665128,-0.0430201772810309,-0.1380775599564114,-0.1120227946471537,0.242073943912121,0.0265884910671585,1.3690287657128777,0.6017216313027011,0.8420204696079022,0.0645027501035615,0.2443645472761376,0.6724437584930112,0.0716616290040123,-0.0819550208871698,-0.0323462995598104,0.0934511609229538,0.2916515381238341,0.0043166211076258,-0.0903288716172482,0.1966192346043753,0
Zm00001d029910,0.0,II,0.475356,0.45,2.7124381313525627,0.3319386351536024,0.0173,0.0968,0.179,437383.0,102140.0,45.0417,0.52,0.01,0.015,0.005,0.625,0.735,0.035,0.74,0.9099999999999999,0.5700000000000001,0.19519999999999998,0.24664999999999998,1.0,1.0,1.0,1.0,0,0.0,0.60295,0.0,1.0,0.0,0.0,1.0,0.0,-0.0143656801206217,-0.0032553587384615,-0.0173988883912083,0.0022508038644493,-0.0093659413815961,0.0003227424618351,-0.0131574266746963,-0.0049517471222857,-0.0293510178958784,0.776949898136729,0.4418577082685223,0.0765005788376665,0.2079967675470613,0.0054494049405747,1.0790132633115437,0.1547817417610616,-0.0659904266100265,-0.1077722689850884,-0.0312662381350423,-0.0439122044398187,0.0084649890897692,-0.0468964900080658,-0.1104440430697025,-0.025852919090784,0
Zm00001d029918,0.0,II,0.544165,0.36,1.2256978423274167,0.4804853957150607,0.1213,0.1386,0.875,54026.0,1052.0,7.20936,0.51,0.10500000000000001,0.005,0.02,0.85,0.025,0.33999999999999997,0.915,0.395,0.6499999999999999,0.5396,0.10719999999999999,1.0,0.29164999999999996,1.0,1.0,0,0.8594999999999999,0.0825,1.0,1.0,0.0,0.0,1.0,0.0,0.0980909067797331,0.7629852877523127,0.1765846330901551,0.1785797245870515,0.3136879239496289,0.0510931991583913,0.9728492727977328,0.1108097715681729,0.3118169132496499,1.0094687475345407,0.3580798442888296,0.1506868164482626,0.4753407495204523,-0.0211749056191849,0.9345700659105892,0.3467092056393911,-0.0321714159933478,-0.083624352753256,0.0255257178747195,0.0331928193456885,0.1017922846536772,-0.0491138745525672,-0.0644249989522562,0.0926919610845882,0
Zm00001d029920,0.0,II,0.552718,0.61,1.096800870677015,0.5574193731042082,0.0238,0.105,0.2261,134.0,2052.0,11.5034,0.51,0.1,0.005,0.0,0.28,0.025,0.0,0.395,0.505,0.28500000000000003,0.8206,0.09,0.9762,0.29164999999999996,1.0,1.0,1295,0.07200000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2810597056917669,0.4743236325761902,0.7451360649790695,0.2897051761775355,0.5436816734317205,0.0509114703858595,0.9579602677849198,0.5409597748180361,0.1615509009641357,0.3961576772239751,0.1258417020973372,0.165831710185468,0.4082937649306942,0.0302855305008059,0.3990102955423573,0.1639228387778994,0.0483093816332686,-0.0771271830833114,-0.0429596312799975,0.044247275916028,0.1443199383232577,-0.038208824329972,-0.0796426529307226,0.03312858954494,0
Zm00001d029872,0.0,II,0.491395,0.65,3.5853571724646844,0.3664550430929387,0.0202,0.1181,0.1707,895.0,104831.0,51.2794,0.55,0.025,0.055,0.0,0.755,0.605,0.0,0.965,0.785,0.72,0.15625,0.39165,1.0,1.0,1.0,1.0,137,0.1375,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2231394948303727,0.788942807743764,0.4324093728889266,0.2403047860126597,0.4425416807198926,-0.0348814367893316,0.9476767392883164,0.2172680786149649,0.1307949457749149,-0.0468693807934358,0.0465352000461638,0.1135603671574744,0.3607314991612352,0.0293273895278315,-0.0449303633160317,0.1940832347139292,0
Zm00001d029868,0.0,II,0.452819,0.42,2.4143135455682487,0.2506780459599696,0.0972,0.188,0.5172,336.0,2189.0,10.5316,0.55,0.03,0.07,0.005,0.44,0.15000000000000002,0.05500000000000001,0.5900000000000001,0.32,0.56,0.2486,0.4708,1.0,0.92855,1.0,0.97915,5652,0.09250000000000001,0.05449999999999999,1.0,1.0,0.0,0.0,1.0,0.0,0.2303369594384461,0.0019741831970395,0.448729301550406,0.2687684813144699,0.618415039358065,0.059939920824718,0.0548083400793121,0.4370621132252087,0.1788116518768721,0.5773632026451418,0.4294243396970761,0.3662104509176551,0.7843762783416467,-0.0635540983650613,0.8710885239674375,0.5695934923511667,0.1252129819091248,-0.0930665580807927,-0.0324949547913359,-0.0169788632079743,0.1624846856576474,-0.0708590353525598,-0.1089367756181149,-0.0024323328651323,0
Zm00001d029862,0.0,II,0.709795,0.35,0.8154131786001142,0.6800942440277885,0.0217,0.2501,0.0869,265789.0,474.0,12.4752,0.55,0.01,0.0,0.0,0.775,0.005,0.0,0.86,0.095,0.03,0.12115000000000001,0.08424999999999999,1.0,0.06,1.0,0.5833,928,0.03900000000000001,0.0,0.78,0.0,0.0,0.0,1.0,0.0,0.3339210522363396,0.1287319705745345,0.6104540474106555,0.1109279038968765,0.3781552110503941,0.03137614241475,0.3157857817909367,0.369712146484658,0.0152792509063975,-0.0041601726885265,0.7994702630903199,0.1990022005319392,0.4094634898925861,0.0335818677027706,0.0036424243962985,0.7888063582871453,-0.0383508309039164,-0.0631108889428656,0.0154346933233897,-0.0203902120545698,0.0383426822120305,-0.0225655762051947,-0.0563850908395174,0.0057666226572844,0
Zm00001d029856,0.0,II,0.671958,0.535294,0.0510204622014482,0.8417272038497671,0.025,0.2673,0.0935,75.0,190378.0,31.1352,0.55,0.065,0.015,0.025,0.56,0.33,0.485,0.765,0.39,0.835,0.3574,0.16665,1.0,1.0,1.0,1.0,0,0.09399999999999999,0.05999999999999999,1.0,1.0,0.0,1.0,0.0,0.0,-0.0036130568305918,-0.0074221568565899,0.0073411024678955,0.0019410645603013,-0.0098155062617889,0.0063336256270564,-0.0147338257241879,0.0025932195815305,-0.0456467870272129,1.360527936221842,0.3301538612921568,0.0896332880762351,0.1544052161262675,-0.0251270237336806,1.5817396412289546,0.0457119085603328,0.3633548719684781,-0.0696679490639185,-0.0217041717634126,0.0017810194989756,0.1672909910983287,0.0360871873502875,-0.0937460127761358,0.0478958847563004,0
Zm00001d029849,0.0,II,0.422057,0.56,2.5678127245617697,0.3284740231141598,0.0674,0.1516,0.4449,5426.0,3771.0,6.69714,0.56,0.08499999999999999,0.03,0.01,0.765,0.42000000000000004,0.015,0.9299999999999999,0.6000000000000001,0.47,0.66665,0.173,1.0,1.0,1.0,1.0,0,0.8857,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7508501795030997,-0.0144102201383027,0.004169877901947,0.0862849286960142,0.1871986332703401,0.3255157216757483,-0.0757608240613522,0.1286808265249149,0.2521593668433582,0.6515485614848411,0.4885610032409967,0.3744905036909379,0.7396796852351749,-0.0236272224248399,1.0271159685713966,0.4462931378316073,-0.0059295547430362,-0.0052925698243756,0.0158014355973313,0.0148704664049051,0.0139381411734856,0.0077832847670655,0.0013692731615141,0.0212986276310092,0
Zm00001d029846,0.0,II,0.48831,0.53,2.190746858211176,0.272094185445458,0.0353,0.1279,0.2756,66679.0,34230.0,7.20936,0.56,0.02,0.045,0.005,0.6000000000000001,0.495,0.005,0.68,0.635,0.485,0.33194999999999997,0.54775,1.0,1.0,1.0,1.0,0,0.23349999999999999,0.039999999999999994,1.0,0.8,1.0,0.0,0.0,0.0,0.2004418391984586,0.1018124889173143,0.0808399585340502,0.2959781148225937,0.8530801475567703,-0.0101726795279805,-0.0209555880952521,0.6157743433565331,0.3767515710701384,0.6345542465089437,0.5975281743234183,0.5040045294135728,1.0749276739541016,-0.0178254680273826,0.8870200765156271,0.7920496260039361,0.1622331951417294,-0.0807438047286272,0.2638675064789527,0.1568521982868536,0.3138472827622886,-0.0206957904922997,0.0589027657831002,0.3335656803149212,0
Zm00001d019145,0.0,II,0.682505,0.664706,1.665026920566923,0.7209770268906442,0.0505,0.7358,0.0686,373.0,211451.0,45.554,0.37,0.09,0.02,0.0,0.355,0.785,0.0,0.42500000000000004,0.895,0.0,0.63405,0.235,1.0,1.0,1.0,1.0,261,0.18749999999999997,0.7295,1.0,1.0,1.0,0.0,0.0,0.0,-0.0010667086086909,-0.0664708926959779,-0.0714742707140987,-0.0416337802370497,-0.0285295607698862,-0.0311196932207384,-0.0729228614270649,-0.0210876270483398,0.3216315947726344,0.069441978017842,1.2064772257039005,0.2681128992621907,0.6250131752277065,0.0248847701200512,0.3647645194423393,0.8190336224318184,0.1171224006965186,-0.1051790700815157,-0.0092201617346367,-0.0577429163287899,0.0712781031106951,-0.0154346911738971,-0.1014881192529719,0.0399400875968627,0
Zm00001d019149,0.0,II,0.532777,0.61,3.7703472706395953,0.4808218272667782,0.0031,0.2365,0.013,150.0,137155.0,14.3661,0.33,0.065,0.02,0.0,0.75,0.815,0.005,0.8300000000000001,0.87,0.64,0.56075,0.21665,1.0,1.0,1.0,1.0,870,0.4669999999999998,0.986,1.0,1.0,1.0,0.0,0.0,0.0,-0.0305372241494276,-0.0116795555175449,-0.0359375968662201,-0.0047749097143244,-0.0108034454242051,0.0124992927925964,-0.0300997379460748,-0.0236602843625369,0.0823826525622121,0.6586698442281299,0.7559916679931544,0.5956502832812355,1.002019904235477,0.0606899285541993,0.9845642708685876,0.7592950537639732,-0.0432811083910302,-0.0679799102435248,-0.0594912607324113,-0.0372550749506394,0.0405736853977329,-0.0254681795180356,-0.0767023844187605,-0.0129543386429564,0
Zm00001d019164,0.0,II,0.491924,0.62,5.561622047019164,0.2164379997061057,0.0207,0.1182,0.1748,121.0,1756.0,28.2199,0.35,0.025,0.095,0.01,0.255,0.455,0.455,0.6399999999999999,0.5800000000000001,0.745,0.2738,0.8208500000000001,1.0,1.0,1.0,1.0,3411,0.0,0.4065,0.0,1.0,0.0,0.0,1.0,0.0,0.0067040908793434,-0.0282804267164638,-0.066847617150817,-0.0088040056101427,0.0560321573857055,-0.0526322988091566,-0.0598069173904421,-0.0052143336608554,-0.020232942277097,0.8464789466666286,0.3101105048894657,0.0958991771473743,0.1633015475393694,-0.0565254472168659,1.0340019653888346,0.1289346654324174,0.1010212365868412,0.4861570168826311,0.025641990983215,0.0057734532884908,0.1319636192513868,-0.013529100868008,0.3924361335889589,0.0021134923973797,0
